Entity;Type;tvb:type;Superclass(es);tvb:mathematical_notation;is_CVAR_of;is_argument_of;is_VOI_of;surrogate;has_state_variable;is_derivative_of;has_argument;equals;depends_on;is_boolean_of;has_function;is_coefficient_of;regional_surrogate;is_parameter_of;is_state_variable_of;surrogate_of;has_derivative;has_parameter;contains;is_function_of;owl:topObjectProperty;is_a;has_range;has_default;identifier;publicMeSHNote;dc:description;tvb:sourcecode;tvb:dynamicalConfiguration;tvb:fullName;tvb:category;tvb:GO_ID;tvb:tuto;tvb:expression;tvb:wiki;tvb:acronym;tvb:unit;tvb:documentation;tvb:references;tvb:equation;tvb:dynamicsExploration;tvb:functionType;tvb:shortName;tvb:synonym;rdfs:label;skos:definition;
z_E2D;Class;NMM_parameter;Epileptor2D	State-Variable;z;;;;;;;;;;;;;;;zdot_E2D	xdot_E2D;;zdot_E2D;;;;;;;;;;;;;;State Variable;;;;;;;;"(Proix et al., 2014) Proix, T.; Bartolomei, F; Chauvel, P; Bernard, C; Jirsa, V.K. Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy. J Neurosci 2014, 34:15009-21.";;;;;;z_E2D;"Slow permittivity state-variable of the Epileptor2D (Proix et al.,2014).

The state-variable z_E2D is responsible for leading the autonomous switch between the interictal (between seizures) and ictal (during seizures) states on a slow time scale.

Note: This switch is accompanied by a direct current (DC) shift which has been recorded in vitro and in vivo.";
a_1_E5D;Class;NMM_parameter;Epileptor5D;a_1;;;;;;;;;;;;x_1_E5D;;f_1_E5D;;;;;;;;;;1.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;a_1_E5D;Coefficient of the cubic term in the first state-variable x1_E5D via the coupling function f1_E5D, in Epileptor5D (Jirsa et al.,2014).;
a_2_E5D;Class;NMM_parameter;Epileptor5D;a_2;;;;;;;;;;;;x_2_E5D;;f_2_E5D;;;;;;;;;;6;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;a_2_E5D;Linear coefficient in the fith state-variable y2_E5D via the function f2_E5D, in Epileptor5D (Jirsa et al.,2014).;
b_1_E5D;Class;NMM_parameter;Epileptor5D;b_1;;;;;;;;;;;;x_1_E5D;;f_1_E5D;;;;;;;;;;3;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;b_1_E5D;Coefficient of the squared term in the first state-variable x1_E5D via the coupling function f1_E5D, in Epileptor5D (Jirsa et al.,2014).;
c_1_E5D;Class;NMM_parameter;Epileptor5D;c_1;;;;;;;;;;;;;;y1dot_E5D;;;;;;;;;;1.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;y0;c_1_E5D;Additive coefficient in the derivative of second state-variable y1_E5D in Epileptor5D (Jirsa et al.,2014).;
d_1_E5D;Class;NMM_parameter;Epileptor5D;d_1;;;;;;;;;;;;x_1_E5D;;y1dot_E5D;;;;;;;;;;5.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;d_1_E5D;Coefficient of the squared term in the derivative of the second state-variable y1_E5D in Epileptor5D (Jirsa et al.,2014).;
f_1_E5D;Class;NMM_parameter;Epileptor5D;f_1;;;;;x_1_E5D	z_E5D	x_2_E5D;;x_2_E5D	x_1_E5D;;;;;;;;;;;b_1_E5D	slope_E5D	a_1_E5D;;x1dot_E5D;;;;;;;;;;;Derived Variable;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;"Expression of the coupling f1_E5D.

::math
 f_{1}(x_{1}, x_{2}) =
            \begin{cases}
                        a1 x_{1}^{3} - b1 x_{1}^2 & \text{if} x_{1} <0 \\
                        -(slope - x_{2} + 0.6 (z - 4)^2) x_{1} & \text{if} x_{1} \geq 0
            \end{cases}";;;;;f_1_E5D;"Linear inhibitory coupling function from the sub-population (x2_E5D, y2_E5D) to (x1_E5D, y1_E5D) in Epileptor5D (Jirsa et al.,2014).

This coupling function has been introduced in the uncoupled model (i.e., zero coupling between the two sub-populations) in order for the very fast discharges to occur only during the wave of the spike-and-wave events.";
f_2_E5D;Class;NMM_parameter;Epileptor5D;f_2;;;;;x_2_E5D;;x_2_E5D;;;;;;;;;;;a_2_E5D;;y2dot_E5D;;;;;;;;;;;Derived Variable;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;"Expression of f2_E5D.

::math
f_{2}(x_{2}) =
            \begin{cases}
                        0 & \text{if} x_{2} <-0.25 \\
                        a_{2}(x_{2} + 0.25) & \text{if} x_{2} \geq -0.25
            \end{cases}";;;;;f_2_E5D;Discontinuous function to the sub-population (x2_E5D, y2_E5D) in Epileptor5D (Jirsa et al.,2014).;
gamma_E5D;Class;NMM_parameter;Epileptor5D;\gamma;;;;;;;;;;;;x_1_E5D	g_E5D;;gdot_E5D;;;;;;;;;;0.01;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;gamma_E5D;Linear coefficient in the sixth state-variable g(x1)_E5D in Epileptor5D (Jirsa et al.,2014).;
h_E5D;Class;NMM_parameter;Epileptor5D;h;;;;;;;x_1_E5D;;;;;;;;;;;x_0_E5D	s_E5D;;zdot_E5D;;;;;;;;;;;Derived Variable;;;;;;;;(Proix et al., 2014) Proix T, Bartolomei F, Chauvel P, Bernard C, Jirsa VK. Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy. J Neurosci 2014, 34:15009-21.;"Expression of h_E5D.

math::
if modification:
            h(x_{1}) = x_{0} + 3. / (1. + exp(- (x_{1} + 0.5) / 0.1))
 else:
            h(x_{1}) = s * (x_{1} - x_{0})";;;;;h_E5D;"The slow permittivity state-variable (z_E5D) in Epileptor5D can be modified to account for the time difference between the interictal (between seizures) and ictal (during seizure) states (see Proix et al., 2014, 2017).

When modification is True, the function h_E5D uses a nonlinear influence on z_E5D. The default value is False, i.e., linear influence on z_E5D.";
K_f_E5D;Class;NMM_parameter;Epileptor5D;K_f;;;;;;;;;;;;;;x2dot_E5D;;;;;;;;;;0.0;;;;;;;Constant;;;;;;;;;;;;;;K_f_E5D;Fast coupling on the second sub-population (x2_E5D, y2_E5D) in Epileptor5D.;
K_s_E5D;Class;NMM_parameter;Epileptor5D;K_s;;;;;;;;;;;;;;zdot_E5D;;;;;;;;;;0.0;;;;;;;Constant;;;;;;;;(Proix et al., 2014) Proix T, Bartolomei F, Chauvel P, Bernard C, Jirsa VK. Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy. J Neurosci 2014, 34:15009-21.;;;;;;K_s_E5D;"Permittivity coupling on the slow permittivity state-variable z_E5D in Epileptor5D (Proix et al., 2014).

The coupling quantifies the influence of neuronal fast discharges x1_E5D on the local slow permittivity variable z_E5D.";
K_vf_E5D;Class;NMM_parameter;Epileptor5D;K_vf;;;;;;;;;;;;;;x1dot_E5D;;;;;;;;;;0.0;;;;;;;Constant;;;;;;;;;;;;;;K_vf_E5D;Very fast coupling on the first sub-population (x1_E5D, y1_E5D) in Epileptor5D.;
modification_E5D;Class;NMM_parameter;Epileptor5D;modification;;;;;;;;;;zdot_E5D	h_E5D;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;;;;;;;;modification_E5D;When modification is True, the function h_E5D uses a nonlinear influence on z_E5D. The default value is False, i.e., linear influence on z_E5D.;
s_E5D;Class;NMM_parameter;Epileptor5D;s;;;;;;;;;;;;x_1_E5D;;zdot_E5D;;;;;;;;;;4.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;s_E5D;Linear coefficient in the slow permittivity state-variable z_E5D in Epileptor5D (Jirsa et al.,2014).;
tau_1_E5D;Class;NMM_parameter;Epileptor5D;\tau_1;;;;;;;;;;;;y_1_E5D	x_1_E5D;;y1dot_E5D;;;;;;;;;;1.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;tau_1_E5D;Characteristic time scale of the first sub-population (x1_E5D, y1_E5D) in Epileptor5D (Jirsa et al.,2014).;
tau_2_E5D;Class;NMM_parameter;Epileptor5D;\tau_2;;;;;;;;;;;;f_2_E5D	y_2_E5D;;y2dot_E5D;;;;;;;;;;10.0;;;;;;;Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;;;tau_2_E5D;Characteristic time scale of the second sub-population (x2_E5D, y2_E5D) in Epileptor5D (Jirsa et al.,2014).;
tt_E5D;Class;NMM_parameter;Epileptor5D;tt;;;;;;;;;;;;x_2_E5D	y_2_E5D	I_ext_1_E5D	g_E5D	f_2_E5D	y_1_E5D	x_1_E5D	I_ext_2_E5D	z_E5D	f_1_E5D;;y2dot_E5D	gdot_E5D	zdot_E5D	y1dot_E5D	x2dot_E5D	x1dot_E5D;;;;;;;;;;1;;;;;;;Constant;;;;;;;;;;;;;;tt_E5D;Characteristic time scale of the whole-system Epileptor5D.;
x_0_E5D;Class;NMM_parameter;Epileptor5D	Excitability;x_0;;;;;;;;;;;;;;zdot_E5D;;;;;;;;;;-1.6;;;;;;;Constant;;;;;;;;"(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.

(Proix et al., 2014) Proix, T.; Bartolomei, F; Chauvel, P; Bernard, C; Jirsa, V.K. Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy. J Neurosci 2014, 34:15009-21.";;;;Epileptogenicity;;x_0_E5D;"Degree of excitability or epileptogenicity in Epileptor5D (Jirsa et al.,2014).

If x0 is greater than a critical value, x0,critic = −2.05, the system can trigger seizures autonomously; otherwise it is in its equilibrium state.

Note:
- If modification_E5D:
if x0 is smaller than a critical value, x0,critic = 2.91, can trigger seizures autonomously; otherwise it is in its equilibrium state (Proix et al., 2014).";
B_E3D;Class;NMM_parameter;EpileptorCodim3;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B_E3D;;
C_E3D;Class;NMM_parameter;EpileptorCodim3;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C_E3D;;
Dstar_E3D;Class;NMM_parameter;EpileptorCodim3;\star{D};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dstar_E3D;;
Ks_E3D;Class;NMM_parameter;EpileptorCodim3;Ks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ks_E3D;;
Modification_E3D;Class;NMM_parameter;EpileptorCodim3;modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Modification_E3D;;
mu1_start_E3D;Class;NMM_parameter;EpileptorCodim3;\mu1_{start};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mu1_start_E3D;;
mu1_stop_E3D;Class;NMM_parameter;EpileptorCodim3;\mu1_{stopp};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mu1_stop_E3D;;
mu2_start_E3D;Class;NMM_parameter;EpileptorCodim3;\mu2_{start};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mu2_start_E3D;;
mu2_stop_E3D;Class;NMM_parameter;EpileptorCodim3;\mu2_{stopp};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mu2_stop_E3D;;
N_E3D;Class;NMM_parameter;EpileptorCodim3;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N_E3D;;
nu_start_E3D;Class;NMM_parameter;EpileptorCodim3;\nu_{start};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nu_start_E3D;;
nu_stop-E3D;Class;NMM_parameter;EpileptorCodim3;\nu_{stopp};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nu_stop-E3D;;
R_E3D;Class;NMM_parameter;EpileptorCodim3;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R_E3D;;
etadot_i_SJ2D;Class;NMM_parameter;eta_i_SJ2D;\dot{\eta}_i;;;;;eta_i_SJ2D	xi_i_SJ2D;eta_i_SJ2D;;;;;;;;;;;;b_SJ2D	c_SJ2D	m_i_SJ2D;;;;;;;;;;;;;;;;;;;;;;(xi_i - b * eta_i + m_i) / c;;;;d(eta_i_SJ2D);etadot_i_SJ2D;Derivative of eta_i_SJ2D by time.;
etadot_i_SJ3D;Class;NMM_parameter;eta_i_SJ3D;\dot{\eta}_i;;;;;sq(xi_i_SJ3D)	eta_i_SJ3D;;;;;;;;;;;;;c_i_SJ3D	d_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;c_i - d_i * xi_i ** 2 - eta_i;;;;d(eta_i_SJ3D);etadot_i_SJ3D;Derivative of eta_i_SJ3D by time.;
Excitability Invariance;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability Invariance;;
Excitability Scaling;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability Scaling;;
Excitability Threshold Variance;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability Threshold Variance;;
Excitability Threshold;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability Threshold;;
Excitability Variance;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability Variance;;
Excitation Bound;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitation Bound;;
Excitability;Class;parameter_type;Excitation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Excitability;;
gdot_E5D;Class;NMM_parameter;g_E5D;\dot{g};;;;;x_1_E5D	g_E5D;;;;;;;;;;;;;gamma_E5D	tt_E5D;;;;;;;;;;;;;Time Derivative;;;;;;;;;"Equation of gdot_E5D.

math::
\dot{g} &=& tt (-gamma (g - 0.1 x_{1}))";;;;;gdot_E5D;Derivative of the sixth state-variable g_E5D of the Epileptor5D with respect to time.;
gammadot_i_SJ3D;Class;NMM_parameter;gamma_i_SJ3D;\dog{\gamma};;;;;gamma_i_SJ3D	alpha_i_SJ3D;gamma_i_SJ3D;;;;;;;;;;;;r_SJ3D	s_SJ3D	n_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;r * s * alpha_i - r * gamma_i - n_i;;;;d(gamma_i_SJ3D);gammadot_i_SJ3D;Derivative of gamma_i_SJ3D by time.;
V-W_G2D;Class;NMM_parameter;Generic2dOscillator;V-W;;;Generic2dOscillator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V-W_G2D;;
V+W_G2D;Class;NMM_parameter;Generic2dOscillator;V+W;;;Generic2dOscillator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;V+W_G2D;;
alpha_G2D;Class;NMM_parameter;Generic2dOscillator	Feedback Scaling	Excitability;\alpha;;;;;;;;;;;;W_G2D;;Vdot_G2D	Generic2dOscillator;;;;;;;;;"[-5, 5.]""^^xsd:string""";1.0;;;;;;;"Feedback Scaling; Excitability";;;;;;;;;;;;;;alpha_G2D;alpha_G2D is the coefficient of the linear feedback coupling term of the state-variable W_G2D to the first state-equation Vdot_G2D.;
gamma_G2D;Class;NMM_parameter;Generic2dOscillator	Input Scaling;\gamma;;;;;;;;;;;;I_G2D;;Generic2dOscillator	Vdot_G2D;;;;;;;;;"{-1., 1.}""^^xsd:string""";1.0;;;;;;;Dynamical Parameter;;;;;;;;;;;;;;gamma_G2D;"gamma_G2D is a constant parameter that set the sign (positive or negative) of the input current I_G2D.


This parameter is basically a hack to avoid having a negative lower boundary in the global coupling strength???";
tau_G2D;Class;NMM_parameter;Generic2dOscillator	Timescale Hierarchy;\tau;;;;;;;;;;;;I_G2D	V_G2D	W_G2D;;Wdot_G2D	Generic2dOscillator	Vdot_G2D;;;;;;;;;"[1., 5.]""^^xsd:string""";1.0;;;;;;;"Dynamical Parameter; Time Scale";;;;;;;;;;;;;;tau_G2D;"tau_G2D is a positive scaling parameter of both state-equations that introduce a time scale separation between the (fast) state-variable V_G2D and (slow) state-variable W_G2D.

Note:
------
In TVB, by default tau_G2D is set to 1., which means no time scale separation between processes.";
I_G2D;Class;NMM_parameter;Generic2dOscillator	Input;I;;;;;;;;;;;;;;Generic2dOscillator	Vdot_G2D;;;;;;;;;"[-5., 5.]""^^xsd:string""";0.0;;;;;;;"Input Current Parameter; Excitable Parameter";;;;;;;;;;;;;Iext;I_G2D;"I_G2D is a constant parameter in the first state-equation Vdot_G2D.

This constant shifts (up or down) the N-shaped cubic V_G2D-nullcline in the phase-plane with respect to the y-axis, moving with it the crossing point with the other W_G2D-nullcline, i.e., changing the stability of the fixed point. For I_G2D < 0, the system has a stable fixed point and the it corresponds to a damped oscillatory state, whereas for I_G2D > 0, the system enters in a stable limit cycle and switches to an oscillatory state.

 I_G2D is, thus, an excitable input parameter that can either represent an external input membrane current or neural membrane excitability.

Note:
------
I_G2D also serves as entry point for the global and local connections to embed the G2D in a BNM.";
c1_HOP;Class;NMM_parameter;Hopfield;c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c1_HOP;;
Idot_A_CO;Class;NMM_parameter;I_A_CO;\dot{I}_A;;;;;;I_A_CO;;;;;;;;;;;;;;;;;;;;;;;;;Time Derivative;;;;;;;;;;;;;;Idot_A_CO;Time derivative of the state-variable I_A_CO of ALN.;
Idot_WC;Class;NMM_parameter;I_WC;\dot{I};;;;;I_WC;I_WC;;;;;Si_WC;;;;;;;tau_i_WC	k_i_WC	r_i_WC;;;;;;;;;;;;;;;;;;;;;;;;;;;Idot_WC;Derivative of the state-variable I_WC with respect to time (Wilson and Cowan, 1973).;
Inhibition Bound;Class;parameter_type;Inhibition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Inhibition Bound;;
Inhibitory threshold variance;Class;parameter_type;Inhibition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Inhibitory threshold variance;;
Input Scaling;Class;parameter_type;Input;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input Scaling;;
IE_i_SJ3D;Class;NMM_parameter;Input	Stefanescu Jirsa 3D;IE_i;;;;;;;;;;;;;;xidot_i_SJ3D;;;;;;;;;;;;;;;;;Derived Parameter;;;;;;;;;;;;;;IE_i_SJ3D;External input to the excitatory subpopulation at mode i. Also described as neural membrane excitability. Is derived from the Gaussian parameter distribution.;
I_ext_1_E5D;Class;NMM_parameter;Input	Epileptor5D;I_{ext_1};;;;;;;;;;;;;;x1dot_E5D;;;;;;;;;;3.1;;;;;;;Parameter	Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;Input current 1;I_rest1_E5D;I_ext_1_E5D;External input current to the first sub-population (x1_E5D, y1_E5D))via the state-variable x1_E5D, in Epileptor5D (Jirsa et al.,2014).;
I_ext_2_E5D;Class;NMM_parameter;Input	Epileptor5D;I_{ext_2};;;;;;;;;;;;;;xdot_E2D;;;;;;;;;;0.45;;;;;;;Parameter	Constant;;;;;;;;(Jirsa et al.,2014) Jirsa, VK, Stacey W C, Quilichini P P, Ivanov AI, Bernard C. On the nature of seizure dynamics. Brain, 2014, (137) 8, p: 2210–2230.;;;;Input current 2;I_rest2_E5D;I_ext_2_E5D;External input current to the second sub-population (x2_E5D, y2_E5D) via the state-variable x2_E5D, in Epileptor5D (Jirsa et al.,2014).;
mu_JR;Class;NMM_parameter;Input	JansenRit;\mu;;;;;;;;;;;;;;y4dot_JR;;;;;;;;;;0.22;;;;;;;Parameter;;;;;;s^-1;;"Jansen BH, Zouridakis G, and Brandt M. A neurophysiologically-based mathematical model of flash visual evoked potentials. Biol. Cybern. 68, 275:283, 1993. https://doi.org/10.1007/BF00224863

(Jansen & Rit, 1995) Jansen BH and Rit VG. Electroencephalogram and visual evoked potential generation in a mathematical model of coupled cortical columns. Biol. Cybern. 73, 357:366, 1995.";;"Exploration of the dynamics using p_JR, y0_JR and b_JR as control parameters.

https://www.frontiersin.org/files/Articles/463671/fncom-13-00054-HTML/image_m/fncom-13-00054-g006.jpg

Stefanovski L, Triebkorn P, Spiegler A, Diaz-Cortes MA, Solodkin A, Jirsa VK, McIntosh AR, Ritter P for the Alzheimers Disease Neuroimaging Initiative. Linking Molecular Pathways and Large-Scale Computational Modeling to Assess Candidate Disease Mechanisms and Pharmacodynamics in Alzheimers Disease. Front Comput Neurosci 2019, 13: 54. https://doi.org/10.3389/fncom.2019.00054";;;p_JR	m3T_JR;mu_JR;"Mean excitatory external input to the derivative of the state-variable y4_JR (PCs) represented by a pulse density, that consists of activity originating from adjacent and more distant cortical columns, as well as from subcortical structures (e.g., thalamus).

 Note:
- In the original publications, this input can be any arbitrary function, including white noise,
- In the case of a white noise input, it will have an amplitude varying between 120 and 320 pulses per second (Jansen et al. 1993),
- In TVB, the excitatory external input is replaced by its mean because of the TVB implementation of the noise.";
I_LB;Class;NMM_parameter;Input	LarterBreakspear;I;;;;;;;;;;;;;;Vdot_LB	Zdot_LB;;;;;;;;;;0.30;;;;;;;;;;;;;;;;;;;Subcortical input;I_delta_LB	I_ext_LB;I_LB;"Subcortical input current (Breakspear et al., 2003b).

Represents a non-specific excitation or thalamic inputs.";
I_0_RWW;Class;NMM_parameter;Input	ReducedWongWang;I_0;;;;;;;;;;;;;;x_RWW;;;;;;;;;;0.33;;;;;;;Parameter;;;;;;nA;;"Deco G, Ponce-Alvarez A, Mantini D, Romani GL, Hagmann P, Corbetta M (2013) Resting-State Functional Connectivity Emerges from Structurally and Dynamically Shaped Slow Linear Fluctuations. J Neurosci 33 (27) 11239-52. https://doi.org/10.1523/JNEUROSCI.1091-13.2013

Hansen ECA, Battaglia D, Spiegler A, Gustavo D, Jirsa VK (2015) Functional connectivity dynamics: Modeling the switching behavior of the resting state, NeuroImage 105: 525-535.
https://doi.org/10.1016/j.neuroimage.2014.11.001";;"Phase-flow between the NMDA current-related variable S and its time-derivative dS/dt is plotted for different values of the local excitability I0 (Fig. S4; Hansen et al., 2015).";;Input Current;;I_0_RWW;"External input current to the neurons population (Deco et al., 2013).

Note:
------
In TVB, the default value is set to 0.33 (instead of 0.30 as in Deco et al. (2013)) for setting the system is bistability (see Hansen et al., 2015).";
x_RWW;Class;NMM_parameter;Input	ReducedWongWang;x;;H_RWW;;;S_RWW;;;;Global Connectivity;;;;;;;;;w_RWW	J_N_RWW	I_0_RWW;;;;;;;;;;;;;Derived Variable;;;;;;nA;;Deco G, Ponce-Alvarez A, Mantini D, Romani GL, Hagmann P, Corbetta M (2013) Resting-State Functional Connectivity Emerges from Structurally and Dynamically Shaped Slow Linear Fluctuations. J Neurosci 33 (27) 11239-52. https://doi.org/10.1523/JNEUROSCI.1091-13.2013;"The expression of x_RWW read as follows:

For all node i,

x_i  =   w J_N S_i + J_N lrc_x + I_0";;;Input Current;;x_RWW;(NMDAR)-mediated synaptic input current to the neurons population (Deco et al., 2013).;
